trip_id,service_type,distance_km,duree_h,traction,type_train,nom_operateur,pays_origine,pays_destination,trajet_domestique,frequence_semaine
OCESN32906F1187_F:OUI:FR:Line::5B76AFB9-244D-4AC6-9720-8142DC7F6A91::87722025:87686006:3:1530:20260925,Jour,390.8,2.15,,TGV inOui,SNCF,FR,FR,True,1
OCESN32942F1187_F:OUI:FR:Line::1E753DF8-B3B7-4FFE-BF59-46FC27595D6E::87741793:87686006:7:2107:20261206,Jour,488.6,5.1,,TGV inOui,SNCF,FR,FR,True,2
OCESN32947F1187_F:OUI:FR:Line::1E753DF8-B3B7-4FFE-BF59-46FC27595D6E::87686006:87741793:7:2016:20261211,Jour,488.6,4.97,,TGV inOui,SNCF,FR,FR,True,2
OCESN32949F1187_F:OUI:FR:Line::1E753DF8-B3B7-4FFE-BF59-46FC27595D6E::87686006:87741793:7:1523:20261212,Jour,488.6,4.62,,TGV inOui,SNCF,FR,FR,True,1
OCESN32959F1187_F:OUI:FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A::87686006:87751008:4:2255:20261017,Jour,658.3,3.28,,TGV inOui,SNCF,FR,FR,True,1
OCESN32980F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1532:20261211,Jour,395.5,1.93,,TGV inOui,SNCF,FR,FR,True,2
OCESN32981F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2130:20261211,Jour,395.5,1.78,,TGV inOui,SNCF,FR,FR,True,2
OCESN32982F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1619:20261206,Jour,395.5,1.77,,TGV inOui,SNCF,FR,FR,True,2
OCESN32983F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87113001:87212027:2:2130:20261211:1,Jour,395.5,1.78,,TGV inOui,SNCF,FR,FR,True,2
OCESN32984F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1521:20261206,Jour,395.5,1.82,,TGV inOui,SNCF,FR,FR,True,2
OCESN32986F1187_F:OUI:FR:Line::73D50859-5CA3-42BE-92D2-15B56125EF05::87182014:87113001:3:1619:20261206,Jour,378.4,2.57,,TGV inOui,SNCF,FR,FR,True,2
OCESN32988F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2054:20261206,Jour,395.5,1.75,,TGV inOui,SNCF,FR,FR,True,2
OCESN32990F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2143:20261206,Jour,395.5,1.88,,TGV inOui,SNCF,FR,FR,True,2
OCESN32992F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:1532:20261211:1,Jour,395.5,1.93,,TGV inOui,SNCF,FR,FR,True,2
OCESN32998F1187_F:OUI:FR:Line::4F3E7D7E-1FEF-4DB7-A210-473D950E2F37::87212027:87113001:2:2054:20261206:1,Jour,395.5,1.75,,TGV inOui,SNCF,FR,FR,True,2
OCESN33005R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743716:87743740:2:1328:20261211,Jour,7.5,0.25,,Regional,SNCF,FR,FR,True,5
OCESN33007R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743716:87743740:2:1728:20261211,Jour,7.5,0.25,,Regional,SNCF,FR,FR,True,5
OCESN33008R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743740:87743716:2:752:20261211,Jour,7.5,0.28,,Regional,SNCF,FR,FR,True,5
OCESN33009R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743716:87741504:4:1900:20261211,Jour,26.8,0.83,,Regional,SNCF,FR,FR,True,5
OCESN3301F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:525:20261026,Jour,298.5,4.93,,Regional,SNCF,FR,FR,True,1
OCESN3301F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:525:20261130,Jour,298.5,4.97,,Regional,SNCF,FR,FR,True,2
OCESN3301F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:525:20261207,Jour,298.5,4.88,,Regional,SNCF,FR,FR,True,1
OCESN33010R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87741504:87743716:4:1250:20261211,Jour,26.8,0.87,,Regional,SNCF,FR,FR,True,5
OCESN33012R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743740:87743716:2:1755:20261211,Jour,7.5,0.33,,Regional,SNCF,FR,FR,True,5
OCESN3302F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:858:20261211,Jour,298.5,3.27,,Regional,SNCF,FR,FR,True,5
OCESN3302F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:901:20260911,Jour,298.5,3.23,,Regional,SNCF,FR,FR,True,6
OCESN3302F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:858:20261009,Jour,298.5,3.18,,Regional,SNCF,FR,FR,True,6
OCESN33021R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87743716:87743757:3:2010:20261211,Jour,12.8,0.42,,Regional,SNCF,FR,FR,True,5
OCESN3303F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:937:20261211,Jour,298.5,3.42,,Regional,SNCF,FR,FR,True,5
OCESN3304F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1020:20261128,Jour,298.5,3.35,,Regional,SNCF,FR,FR,True,2
OCESN3304F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1020:20261129,Jour,298.5,3.28,,Regional,SNCF,FR,FR,True,2
OCESN3304F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:957:20261211,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,5
OCESN3304F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1002:20261212,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,2
OCESN3305F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:1152:20261210,Jour,298.5,3.38,,Regional,SNCF,FR,FR,True,4
OCESN3306F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1233:20261129,Jour,298.5,3.38,,Regional,SNCF,FR,FR,True,4
OCESN3306F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1202:20261211,Jour,298.5,3.18,,Regional,SNCF,FR,FR,True,5
OCESN3306F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1202:20261212,Jour,298.5,3.22,,Regional,SNCF,FR,FR,True,2
OCESN3307F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1109:20261128,Jour,298.5,3.32,,Regional,SNCF,FR,FR,True,2
OCESN3307F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1107:20261212,Jour,298.5,3.13,,Regional,SNCF,FR,FR,True,1
OCESN3308F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1420:20261129,Jour,298.5,3.4,,Regional,SNCF,FR,FR,True,4
OCESN3308F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1402:20261212,Jour,298.5,3.23,,Regional,SNCF,FR,FR,True,2
OCESN3308F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1402:20261211,Jour,298.5,3.22,,Regional,SNCF,FR,FR,True,5
OCESN3309F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1208:20261111,Jour,298.5,3.15,,Regional,SNCF,FR,FR,True,1
OCESN3309F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1210:20261129,Jour,298.5,3.33,,Regional,SNCF,FR,FR,True,4
OCESN3309F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1208:20261212,Jour,298.5,3.15,,Regional,SNCF,FR,FR,True,3
OCESN3310F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:1504:20261211,Jour,298.5,3.28,,Regional,SNCF,FR,FR,True,5
OCESN3311F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1411:20261129,Jour,298.5,3.4,,Regional,SNCF,FR,FR,True,4
OCESN3311F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1406:20261212,Jour,298.5,3.12,,Regional,SNCF,FR,FR,True,2
OCESN3311F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1405:20261211,Jour,298.5,3.12,,Regional,SNCF,FR,FR,True,5
OCESN3312F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1620:20261129,Jour,298.5,3.48,,Regional,SNCF,FR,FR,True,4
OCESN3312F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1602:20261212,Jour,298.5,3.18,,Regional,SNCF,FR,FR,True,2
OCESN3312F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1556:20261211,Jour,298.5,3.12,,Regional,SNCF,FR,FR,True,5
OCESN3313F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1612:20261129,Jour,298.5,3.4,,Regional,SNCF,FR,FR,True,4
OCESN3313F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1607:20261212,Jour,298.5,3.13,,Regional,SNCF,FR,FR,True,7
OCESN33134R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87697193:87335521:9:715:20261211,Jour,41.3,1.42,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33135R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87335521:87763003:13:1448:20261106,Jour,75.8,2.63,,Corail Intercites,SNCF,FR,FR,True,6
OCESN33135R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87335521:87763003:13:1448:20261212,Jour,75.8,2.63,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33136R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87697193:87335521:6:815:20261211,Jour,41.3,1.3,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33137R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87747626:87763003:6:1438:20261211,Jour,48.0,1.33,,Corail Intercites,SNCF,FR,FR,True,4
OCESN33138R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87763003:87335521:3:1632:20261211,Jour,75.8,2.12,,Corail Intercites,SNCF,FR,FR,True,2
OCESN33138R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87763003:87335521:3:1632:20260906,Jour,75.8,2.12,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33139R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87335521:87697193:9:1522:20261211,Jour,41.3,1.37,,Corail Intercites,SNCF,FR,FR,True,5
OCESN3314F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1720:20261128,Jour,298.5,3.33,,Regional,SNCF,FR,FR,True,2
OCESN3314F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1702:20261212,Jour,298.5,3.22,,Regional,SNCF,FR,FR,True,1
OCESN33140R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87763003:87335521:12:1540:20261106,Jour,75.8,2.87,,Corail Intercites,SNCF,FR,FR,True,6
OCESN33140R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87763003:87747626:6:1432:20261211,Jour,48.0,1.57,,Corail Intercites,SNCF,FR,FR,True,4
OCESN33141R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87335521:87697193:9:2155:20261212,Jour,41.3,1.42,,Corail Intercites,SNCF,FR,FR,True,6
OCESN33143R1187_R:CTE:FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65::87335521:87697193:9:2052:20261212,Jour,41.3,1.42,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33145R1187_R:CTE:FR:Line::BD427EAB-2FA4-46A5-84D0-6ADB50D00346::87335521:87763003:13:2314:20261211,Jour,75.8,2.73,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33146R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87763029:87335521:2:1000:20261212,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,7
OCESN33147R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87335521:87763029:2:1235:20261212,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,7
OCESN33147R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87335521:87763029:2:1235:20260904,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,3
OCESN33148R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87763029:87335521:2:1230:20261212,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,7
OCESN33148R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87763029:87335521:2:1230:20260831,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,1
OCESN3315F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1858:20261128,Jour,298.5,3.38,,Regional,SNCF,FR,FR,True,2
OCESN3315F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:1856:20261129,Jour,298.5,3.6,,Regional,SNCF,FR,FR,True,2
OCESN3315F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1811:20261101,Jour,298.5,3.2,,Regional,SNCF,FR,FR,True,2
OCESN3315F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1810:20261211,Jour,298.5,3.18,,Regional,SNCF,FR,FR,True,5
OCESN3315F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1809:20261212,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,2
OCESN33151R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87335521:87556506:3:710:20261212,Jour,71.0,1.33,,Regional,SNCF,FR,FR,True,7
OCESN33152R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87556506:87335521:3:910:20261211,Jour,71.0,1.57,,Regional,SNCF,FR,FR,True,5
OCESN33154R1187_R:CTE:FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76::87335521:87741009:2:1110:20261211,Jour,45.0,1.17,,Corail Intercites,SNCF,FR,FR,True,5
OCESN3316F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1832:20261128,Jour,298.5,3.4,,Regional,SNCF,FR,FR,True,2
OCESN3316F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:8:1801:20261211,Jour,298.5,3.28,,Regional,SNCF,FR,FR,True,5
OCESN3316F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:8:1802:20261212,Jour,298.5,3.33,,Regional,SNCF,FR,FR,True,2
OCESN3317F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:1907:20261211,Jour,298.5,3.15,,Regional,SNCF,FR,FR,True,5
OCESN33170R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87763029:87335521:2:2240:20261212,Jour,61.9,1.0,,Regional,SNCF,FR,FR,True,1
OCESN33173R1187_R:CTE:FR:Line::F28D551A-A369-44D2-A99B-0E546CDBEC87::87335521:87556506:3:1155:20261211,Jour,71.0,1.33,,Regional,SNCF,FR,FR,True,5
OCESN33175R1187_R:CTE:FR:Line::05C666F4-3B26-4DB6-A4A8-F3C6D6150B76::87741009:87335521:2:1115:20261211,Jour,45.0,1.17,,Corail Intercites,SNCF,FR,FR,True,5
OCESN3318F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:2033:20261128,Jour,298.5,3.52,,Regional,SNCF,FR,FR,True,2
OCESN3318F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1956:20261211,Jour,298.5,3.15,,Regional,SNCF,FR,FR,True,5
OCESN3318F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:1957:20261212,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,2
OCESN33189R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87741470:87741009:3:705:20261211,Jour,19.3,0.8,,Regional,SNCF,FR,FR,True,4
OCESN3319F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:2049:20261128,Jour,298.5,3.48,,Regional,SNCF,FR,FR,True,2
OCESN3319F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2016:20261211,Jour,298.5,3.28,,Regional,SNCF,FR,FR,True,5
OCESN3319F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2008:20261212,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,2
OCESN33194R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87741009:87723478:13:1456:20261212,Jour,36.6,1.42,,Regional,SNCF,FR,FR,True,7
OCESN33196R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87741009:87723478:13:1757:20261212,Jour,36.6,1.43,,Regional,SNCF,FR,FR,True,7
OCESN33197R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87723478:87741009:13:1226:20261211,Jour,36.6,1.43,,Regional,SNCF,FR,FR,True,5
OCESN33199R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87723429:87741009:3:802:20261211,Jour,50.3,1.25,,Regional,SNCF,FR,FR,True,5
OCESN3320F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2103:20261210,Jour,298.5,3.3,,Regional,SNCF,FR,FR,True,4
OCESN3320F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:2103:20261211,Jour,298.5,3.13,,Regional,SNCF,FR,FR,True,1
OCESN33202R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87741009:87723478:13:2057:20261212,Jour,36.6,1.42,,Regional,SNCF,FR,FR,True,7
OCESN33207R1187_R:CTE:FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27::87723478:87741009:13:2126:20261211,Jour,36.6,1.43,,Regional,SNCF,FR,FR,True,5
OCESN33208R1187_R:CTE:FR:Line::DAF77CAA-444E-43F9-A7EC-1FFEF4C462CD::87747246:87723478:5:750:20261211,Jour,22.8,0.92,,Corail Intercites,SNCF,FR,FR,True,5
OCESN3321F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2110:20261206,Jour,298.5,3.18,,Regional,SNCF,FR,FR,True,1
OCESN3321F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2120:20261211,Jour,298.5,3.35,,Regional,SNCF,FR,FR,True,5
OCESN3322F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:2231:20261128,Jour,298.5,3.35,,Regional,SNCF,FR,FR,True,2
OCESN3322F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:2202:20261212,Jour,298.5,3.23,,Regional,SNCF,FR,FR,True,2
OCESN3323F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2212:20261128,Jour,298.5,3.45,,Regional,SNCF,FR,FR,True,2
OCESN3323F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2208:20261101,Jour,298.5,3.15,,Regional,SNCF,FR,FR,True,4
OCESN3323F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2211:20261212,Jour,298.5,3.2,,Regional,SNCF,FR,FR,True,2
OCESN3323F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2217:20261211,Jour,298.5,3.3,,Regional,SNCF,FR,FR,True,5
OCESN3324F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2215:20261022,Jour,298.5,3.48,,Regional,SNCF,FR,FR,True,4
OCESN3324F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2215:20261023,Jour,298.5,3.52,,Regional,SNCF,FR,FR,True,1
OCESN3324F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2215:20261021,Jour,298.5,3.52,,Regional,SNCF,FR,FR,True,2
OCESN3324F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2251:20261211,Jour,298.5,3.62,,Regional,SNCF,FR,FR,True,4
OCESN3325F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2307:20261211,Jour,298.5,3.13,,Regional,SNCF,FR,FR,True,1
OCESN3326F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:10:2254:20261111,Jour,298.5,3.6,,Regional,SNCF,FR,FR,True,1
OCESN3326F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:8:2254:20261206,Jour,298.5,3.38,,Regional,SNCF,FR,FR,True,1
OCESN3327F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:10:2412:20261210,Nuit,298.5,3.22,,Regional,SNCF,FR,FR,True,4
OCESN3327F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444000:5:2301:20260917,Jour,197.7,2.03,,Regional,SNCF,FR,FR,True,5
OCESN33270R1187_R:CTE:FR:Line::D02BC35E-F58E-45E7-968F-42B8AB630E6E::87723494:87722025:8:540:20261211,Jour,58.8,1.83,,Regional,SNCF,FR,FR,True,5
OCESN3328F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87444877:87384008:7:2358:20261206,Jour,298.5,3.17,,Regional,SNCF,FR,FR,True,1
OCESN33282R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741272:87741223:5:759:20261211,Jour,14.1,0.47,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33283R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741009:87742007:8:1047:20261211,Jour,71.4,2.23,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33284R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742007:87741009:5:629:20261211,Jour,71.4,1.88,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33285R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741009:87742007:8:2311:20261210,Jour,71.4,2.23,,Corail Intercites,SNCF,FR,FR,True,4
OCESN33286R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741280:87741009:6:629:20261211,Jour,31.7,1.37,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33287R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741009:87742007:8:2406:20261212,Nuit,71.4,2.2,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33288R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742007:87741009:10:829:20261206,Jour,71.4,2.47,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33289R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741009:87742007:8:2443:20261211,Nuit,71.4,2.2,,Corail Intercites,SNCF,FR,FR,True,1
OCESN3329F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2408:20261101,Nuit,298.5,3.15,,Regional,SNCF,FR,FR,True,4
OCESN3329F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2411:20261128,Nuit,298.5,3.37,,Regional,SNCF,FR,FR,True,2
OCESN3329F1187_F:TER:FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F::87384008:87444877:7:2408:20261212,Nuit,298.5,3.15,,Regional,SNCF,FR,FR,True,3
OCESN33290R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742007:87741009:8:1006:20261211,Jour,71.4,2.23,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33292R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742007:87741009:10:1423:20261211,Jour,71.4,2.3,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33295R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741249:87742320:10:745:20261016,Jour,32.4,0.95,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33295R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87741249:87742320:11:745:20261211,Jour,32.4,0.95,,Corail Intercites,SNCF,FR,FR,True,5
OCESN33296R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742320:87741223:12:1320:20261014,Jour,34.8,1.17,,Corail Intercites,SNCF,FR,FR,True,1
OCESN33296R1187_R:CTE:FR:Line::A57CFA44-0C60-40FC-AAA6-D0624CF259FE::87742320:87741223:13:1320:20261209,Jour,34.8,1.17,,Corail Intercites,SNCF,FR,FR,True,1
